Div,Material,Material Descripti,Program short,Sparte / Secteur d,Planif. Type,MRP Controller,Prod. Sched,GAc / Purchasing,Purchase Organis,Accountable L1,Accountable L2,Accountable L3,Responsible L1,Responsible L2,Responsible L3,Availability,Profit Center,PUP/PMP,STD Price,Par,MonthlyConsum,Minimum Lot Size,Supply Type,Finance Classific,No Need Flag,Strategic ?,Status Safety,Safety Stock Target,Safety Stock Target,Stock Quantity,Stock Value (EUR),Good Stock (EUR),Bad Stock (EUR),Needs in the past Qty,Needs in the past EUR,Needs <3 mths Qty,Needs <3 mths EUR,Needs 3-5 mths Qty,Needs 3-5 mths EUR,Needs 5-12 mths Qty,Needs 5-12 mths EUR,Needs 12-24 mths Qty,Needs 12-24 mths EUR,Needs >24 mths Qty,Needs >24 mths EUR,Safety Stock - Fill Qty,Safety Stock - Fill EUR,Safety Stock - Mis Qty,Safety Stock - Mis EUR,No Need / Conso Qty,No Need / Conso EUR,No Need / No Con Qty,No Need / No Con EUR,Needs in the past Qty 2,Needs in the past EUR 2,Needs <3 month Qty,Needs <3 month EUR,Needs 3-5 month Qty,Needs 3-5 month EUR,Needs 5-12 month Qty,Needs 5-12 month EUR,Needs 12-24 month Qty,Needs 12-24 month EUR,Needs >24 month Qty,Needs >24 month EUR,Excess (Qty),Excess (EUR),No Plan (Qty),No Plan (EUR),Coverage [months],Factory,Plant
04,MAT-1092,Control board,PROG-D,ELEC,V1,D02,SCHED-2,GAC-2,ORG-PL,Ops,Planning,Buyer,Planner D,Lead B,Team 2,Available,PC-400,PMP,9.6,8,1,10,Make,B,,Yes,OK,10,10,822,7891.2,7891.2,0.0,0,0.0,2,19.2,1,9.6,3,28.8,4,38.4,164,1574.4,10,96.0,0,0.0,0,0.0,0,0.0,0,0.0,2,19.2,1,9.6,3,28.8,4,38.4,164,1574.4,0,0.0,0,0.0,822.0,,PLANT-01
01,MAT-1093,Legacy bracket,PROG-E,SPARE,PD,E03,SCHED-3,GAC-3,ORG-DE,Ops,Planning,Buyer,Planner E,Lead C,Team 3,Available,PC-500,PMP,12.5,9,2,20,Transfer,C,,No,OK,20,20,859,10737.5,10737.5,0.0,0,0.0,4,50.0,2,25.0,6,75.0,8,100.0,171,2137.5,20,250.0,0,0.0,0,0.0,0,0.0,0,0.0,4,50.0,2,25.0,6,75.0,8,100.0,171,2137.5,0,0.0,0,0.0,429.5,,PLANT-02
02,MAT-1094,Sensor module,PROG-F,HYD,VB,F04,SCHED-4,GAC-4,ORG-FR,Ops,Planning,Buyer,Planner F,Lead D,Team 4,Available,PC-600,PMP,18.4,10,4,25,Buy,A,,Yes,OK,35,35,36,662.4,662.4,0.0,1,18.4,8,147.2,4,73.6,12,220.8,16,294.4,0,0.0,6,110.4,29,533.6,0,0.0,0,0.0,1,18.4,8,147.2,4,73.6,12,220.8,16,294.4,0,0.0,0,0.0,0,0.0,9.0,,PLANT-03
03,MAT-1095,Precision bearing,PROG-G,PACK,ND,G05,SCHED-5,GAC-5,ORG-CZ,Ops,Planning,Buyer,Planner G,Lead E,Team 5,Available,PC-700,PMP,24.0,11,8,50,Make,B,,No,Review,50,50,73,1752.0,1752.0,0.0,2,48.0,16,384.0,8,192.0,24,576.0,32,768.0,0,0.0,12,288.0,38,912.0,0,0.0,0,0.0,2,48.0,16,384.0,8,192.0,24,576.0,32,768.0,0,0.0,24,576.0,0,0.0,9.1,,PLANT-04
04,MAT-1096,Pump rotor,PROG-H,CHEM,V1,H06,SCHED-6,GAC-1,ORG-PL,Ops,Planning,Buyer,Planner H,Lead F,Team 1,Available,PC-800,PMP,31.5,12,12,100,Transfer,C,,Yes,OK,80,80,110,3465.0,3465.0,0.0,4,126.0,24,756.0,12,378.0,36,1134.0,48,1512.0,0,0.0,18,567.0,62,1953.0,0,0.0,0,0.0,4,126.0,24,756.0,12,378.0,36,1134.0,48,1512.0,0,0.0,0,0.0,0,0.0,9.2,,PLANT-01
01,MAT-1097,Valve body,PROG-A,MECH,PD,A07,SCHED-1,GAC-2,ORG-DE,Ops,Planning,Buyer,Planner A,Lead A,Team 2,Available,PC-100,PMP,44.0,13,18,250,Buy,A,,No,OK,120,120,147,6468.0,6468.0,0.0,6,264.0,36,1584.0,18,792.0,54,2376.0,72,3168.0,0,0.0,24,1056.0,96,4224.0,0,0.0,0,0.0,6,264.0,36,1584.0,18,792.0,54,2376.0,72,3168.0,0,0.0,0,0.0,0,0.0,8.2,,PLANT-02
02,MAT-1098,Seal kit,PROG-B,ELEC,VB,B08,SCHED-2,GAC-3,ORG-FR,Ops,Planning,Buyer,Planner B,Lead B,Team 3,Available,PC-200,PMP,51.0,14,25,500,Make,B,X,Yes,OK,160,160,184,9384.0,9384.0,0.0,8,408.0,50,2550.0,25,1275.0,75,3825.0,100,5100.0,0,0.0,30,1530.0,130,6630.0,46,2346.0,0,0.0,8,408.0,50,2550.0,25,1275.0,75,3825.0,100,5100.0,0,0.0,0,0.0,0,0.0,7.4,,PLANT-03
03,MAT-1099,Drive belt,PROG-C,SPARE,ND,C09,SCHED-3,GAC-4,ORG-CZ,Ops,Planning,Buyer,Planner C,Lead C,Team 4,Blocked,PC-300,PMP,78.5,1,34,10,Transfer,C,X,No,Critical,10,10,221,17348.5,13894.5,3454.0,11,863.5,68,5338.0,34,2669.0,102,8007.0,136,10676.0,0,0.0,10,785.0,0,0.0,0,0.0,36,2826.0,11,863.5,68,5338.0,34,2669.0,102,8007.0,136,10676.0,0,0.0,0,0.0,0,0.0,6.5,,PLANT-04
04,MAT-1100,Display unit,PROG-D,HYD,V1,D01,SCHED-4,GAC-5,ORG-PL,Ops,Planning,Buyer,Planner D,Lead D,Team 5,Available,PC-400,PMP,96.0,2,48,20,Buy,A,,Yes,Review,20,20,258,24768.0,24768.0,0.0,16,1536.0,96,9216.0,48,4608.0,144,13824.0,192,18432.0,0,0.0,20,1920.0,0,0.0,0,0.0,0,0.0,16,1536.0,96,9216.0,48,4608.0,144,13824.0,192,18432.0,0,0.0,86,8256.0,0,0.0,5.4,,PLANT-01
02,MAT-1098,Seal kit,PROG-B,ELEC,VB,B08,SCHED-2,GAC-3,ORG-FR,Ops,Planning,Buyer,Planner B,Lead B,Team 3,Available,PC-200,PMP,51.0,14,25,500,Make,B,X,Yes,OK,160,160,184,9384.0,9384.0,0.0,8,408.0,50,2550.0,25,1275.0,75,3825.0,100,5100.0,0,0.0,30,1530.0,130,6630.0,46,2346.0,0,0.0,8,408.0,50,2550.0,25,1275.0,75,3825.0,100,5100.0,0,0.0,0,0.0,0,0.0,7.4,,PLANT-03
02,MAT-1086,Actuator arm rev. B,PROG-F,ELEC,VB,F05,SCHED-2,GAC-1,ORG-FR,Ops,Planning,Buyer,Planner F,Lead B,Team 1,Available,PC-600,PMP,142.0,2,12,20,Make,B,,Yes,OK,20,20,32,4500.0,4500.0,0.0,4,568.0,24,3408.0,12,1704.0,36,5112.0,48,6816.0,0,0.0,20,2840.0,0,0.0,0,0.0,0,0.0,4,568.0,24,3408.0,12,1704.0,36,5112.0,48,6816.0,0,0.0,5,710.0,0,0.0,50.0,,PLANT-03
