material_id,plant,period,consumption_quantity,base_unit,movement_type,movement_count,storage_location,document_id,document_item
MAT-1014,PLANT-03,2025-11,100,EA,261,1,SYN-01,SYN-1014-015,0001
MAT-1014,PLANT-03,2025-12,100,EA,261,1,SYN-01,SYN-1014-016,0001
MAT-1014,PLANT-03,2026-01,100,EA,261,1,SYN-01,SYN-1014-017,0001
MAT-1014,PLANT-03,2026-02,100,EA,261,1,SYN-01,SYN-1014-018,0001
MAT-1014,PLANT-03,2026-03,100,EA,261,1,SYN-01,SYN-1014-019,0001
MAT-1014,PLANT-03,2026-04,100,EA,261,1,SYN-01,SYN-1014-020,0001
MAT-1014,PLANT-03,2026-05,100,EA,261,1,SYN-01,SYN-1014-021,0001
MAT-1014,PLANT-03,2026-06,100,EA,261,1,SYN-01,SYN-1014-022,0001
MAT-1014,PLANT-03,2026-07,100,EA,261,1,SYN-01,SYN-1014-023,0001
MAT-1014,PLANT-03,2026-08,100,EA,261,1,SYN-01,SYN-1014-024,0001
MAT-1015,PLANT-04,2024-09,100,EA,261,1,SYN-01,SYN-1015-001,0001
MAT-1015,PLANT-04,2024-10,100,EA,261,1,SYN-01,SYN-1015-002,0001
MAT-1015,PLANT-04,2024-11,100,EA,261,1,SYN-01,SYN-1015-003,0001
MAT-1015,PLANT-04,2024-12,100,EA,261,1,SYN-01,SYN-1015-004,0001
MAT-1015,PLANT-04,2025-01,100,EA,261,1,SYN-01,SYN-1015-005,0001
MAT-1015,PLANT-04,2025-02,100,EA,261,1,SYN-01,SYN-1015-006,0001
MAT-1015,PLANT-04,2025-03,100,EA,261,1,SYN-01,SYN-1015-007,0001
MAT-1015,PLANT-04,2025-04,100,EA,261,1,SYN-01,SYN-1015-008,0001
MAT-1015,PLANT-04,2025-05,100,EA,261,1,SYN-01,SYN-1015-009,0001
MAT-1015,PLANT-04,2025-06,100,EA,261,1,SYN-01,SYN-1015-010,0001
MAT-1015,PLANT-04,2025-07,100,EA,261,1,SYN-01,SYN-1015-011,0001
MAT-1015,PLANT-04,2025-08,100,EA,261,1,SYN-01,SYN-1015-012,0001
MAT-1015,PLANT-04,2025-09,100,EA,261,1,SYN-01,SYN-1015-013,0001
MAT-1015,PLANT-04,2025-10,100,EA,261,1,SYN-01,SYN-1015-014,0001
MAT-1015,PLANT-04,2025-11,100,EA,261,1,SYN-01,SYN-1015-015,0001
MAT-1015,PLANT-04,2025-12,100,EA,261,1,SYN-01,SYN-1015-016,0001
MAT-1015,PLANT-04,2026-01,100,EA,261,1,SYN-01,SYN-1015-017,0001
MAT-1015,PLANT-04,2026-02,100,EA,261,1,SYN-01,SYN-1015-018,0001
MAT-1015,PLANT-04,2026-03,100,EA,261,1,SYN-01,SYN-1015-019,0001
MAT-1015,PLANT-04,2026-04,100,EA,261,1,SYN-01,SYN-1015-020,0001
MAT-1015,PLANT-04,2026-05,100,EA,261,1,SYN-01,SYN-1015-021,0001
MAT-1015,PLANT-04,2026-06,100,EA,261,1,SYN-01,SYN-1015-022,0001
MAT-1015,PLANT-04,2026-07,100,EA,261,1,SYN-01,SYN-1015-023,0001
MAT-1015,PLANT-04,2026-08,100,EA,261,1,SYN-01,SYN-1015-024,0001
MAT-1016,PLANT-01,2024-09,100,EA,261,1,SYN-01,SYN-1016-001,0001
MAT-1016,PLANT-01,2024-10,100,EA,261,1,SYN-01,SYN-1016-002,0001
MAT-1016,PLANT-01,2024-11,100,EA,261,1,SYN-01,SYN-1016-003,0001
MAT-1016,PLANT-01,2024-12,100,EA,261,1,SYN-01,SYN-1016-004,0001
MAT-1016,PLANT-01,2025-01,100,EA,261,1,SYN-01,SYN-1016-005,0001
MAT-1016,PLANT-01,2025-02,100,EA,261,1,SYN-01,SYN-1016-006,0001
MAT-1016,PLANT-01,2025-03,100,EA,261,1,SYN-01,SYN-1016-007,0001
MAT-1016,PLANT-01,2025-04,100,EA,261,1,SYN-01,SYN-1016-008,0001
MAT-1016,PLANT-01,2025-05,100,EA,261,1,SYN-01,SYN-1016-009,0001
MAT-1016,PLANT-01,2025-06,100,EA,261,1,SYN-01,SYN-1016-010,0001
MAT-1016,PLANT-01,2025-07,100,EA,261,1,SYN-01,SYN-1016-011,0001
MAT-1016,PLANT-01,2025-08,100,EA,261,1,SYN-01,SYN-1016-012,0001
MAT-1016,PLANT-01,2025-09,100,EA,261,1,SYN-01,SYN-1016-013,0001
MAT-1016,PLANT-01,2025-10,100,EA,261,1,SYN-01,SYN-1016-014,0001
MAT-1016,PLANT-01,2025-11,100,EA,261,1,SYN-01,SYN-1016-015,0001
MAT-1016,PLANT-01,2025-12,100,EA,261,1,SYN-01,SYN-1016-016,0001
MAT-1016,PLANT-01,2026-01,100,EA,261,1,SYN-01,SYN-1016-017,0001
MAT-1016,PLANT-01,2026-02,100,EA,261,1,SYN-01,SYN-1016-018,0001
MAT-1016,PLANT-01,2026-03,100,EA,261,1,SYN-01,SYN-1016-019,0001
MAT-1016,PLANT-01,2026-04,100,EA,261,1,SYN-01,SYN-1016-020,0001
MAT-1016,PLANT-01,2026-05,100,EA,261,1,SYN-01,SYN-1016-021,0001
MAT-1016,PLANT-01,2026-06,100,EA,261,1,SYN-01,SYN-1016-022,0001
MAT-1016,PLANT-01,2026-07,100,EA,261,1,SYN-01,SYN-1016-023,0001
MAT-1016,PLANT-01,2026-08,100,EA,261,1,SYN-01,SYN-1016-024,0001
MAT-1017,PLANT-02,2024-09,100,EA,261,1,SYN-01,SYN-1017-001,0001
MAT-1017,PLANT-02,2024-10,100,EA,261,1,SYN-01,SYN-1017-002,0001
MAT-1017,PLANT-02,2024-11,100,EA,261,1,SYN-01,SYN-1017-003,0001
MAT-1017,PLANT-02,2024-12,100,EA,261,1,SYN-01,SYN-1017-004,0001
MAT-1017,PLANT-02,2025-01,100,EA,261,1,SYN-01,SYN-1017-005,0001
MAT-1017,PLANT-02,2025-02,100,EA,261,1,SYN-01,SYN-1017-006,0001
MAT-1017,PLANT-02,2025-03,100,EA,261,1,SYN-01,SYN-1017-007,0001
MAT-1017,PLANT-02,2025-04,100,EA,261,1,SYN-01,SYN-1017-008,0001
MAT-1017,PLANT-02,2025-05,100,EA,261,1,SYN-01,SYN-1017-009,0001
MAT-1017,PLANT-02,2025-06,100,EA,261,1,SYN-01,SYN-1017-010,0001
MAT-1017,PLANT-02,2025-07,100,EA,261,1,SYN-01,SYN-1017-011,0001
MAT-1017,PLANT-02,2025-08,100,EA,261,1,SYN-01,SYN-1017-012,0001
MAT-1017,PLANT-02,2025-09,100,EA,261,1,SYN-01,SYN-1017-013,0001
MAT-1017,PLANT-02,2025-10,100,EA,261,1,SYN-01,SYN-1017-014,0001
MAT-1017,PLANT-02,2025-11,100,EA,261,1,SYN-01,SYN-1017-015,0001
MAT-1017,PLANT-02,2025-12,100,EA,261,1,SYN-01,SYN-1017-016,0001
MAT-1017,PLANT-02,2026-01,100,EA,261,1,SYN-01,SYN-1017-017,0001
MAT-1017,PLANT-02,2026-02,100,EA,261,1,SYN-01,SYN-1017-018,0001
MAT-1017,PLANT-02,2026-03,100,EA,261,1,SYN-01,SYN-1017-019,0001
MAT-1017,PLANT-02,2026-04,100,EA,261,1,SYN-01,SYN-1017-020,0001
MAT-1017,PLANT-02,2026-05,100,EA,261,1,SYN-01,SYN-1017-021,0001
MAT-1017,PLANT-02,2026-06,100,EA,261,1,SYN-01,SYN-1017-022,0001
MAT-1017,PLANT-02,2026-07,100,EA,261,1,SYN-01,SYN-1017-023,0001
MAT-1017,PLANT-02,2026-08,100,EA,261,1,SYN-01,SYN-1017-024,0001
MAT-1018,PLANT-03,2024-09,100,EA,261,1,SYN-01,SYN-1018-001,0001
MAT-1018,PLANT-03,2024-10,100,EA,261,1,SYN-01,SYN-1018-002,0001
MAT-1018,PLANT-03,2024-11,100,EA,261,1,SYN-01,SYN-1018-003,0001
MAT-1018,PLANT-03,2024-12,100,EA,261,1,SYN-01,SYN-1018-004,0001
MAT-1018,PLANT-03,2025-01,100,EA,261,1,SYN-01,SYN-1018-005,0001
MAT-1018,PLANT-03,2025-02,100,EA,261,1,SYN-01,SYN-1018-006,0001
MAT-1018,PLANT-03,2025-03,100,EA,261,1,SYN-01,SYN-1018-007,0001
MAT-1018,PLANT-03,2025-04,100,EA,261,1,SYN-01,SYN-1018-008,0001
MAT-1018,PLANT-03,2025-05,100,EA,261,1,SYN-01,SYN-1018-009,0001
MAT-1018,PLANT-03,2025-06,100,EA,261,1,SYN-01,SYN-1018-010,0001
MAT-1018,PLANT-03,2025-07,100,EA,261,1,SYN-01,SYN-1018-011,0001
MAT-1018,PLANT-03,2025-08,100,EA,261,1,SYN-01,SYN-1018-012,0001
MAT-1018,PLANT-03,2025-09,100,EA,261,1,SYN-01,SYN-1018-013,0001
MAT-1018,PLANT-03,2025-10,100,EA,261,1,SYN-01,SYN-1018-014,0001
MAT-1018,PLANT-03,2025-11,100,EA,261,1,SYN-01,SYN-1018-015,0001
MAT-1018,PLANT-03,2025-12,100,EA,261,1,SYN-01,SYN-1018-016,0001
MAT-1018,PLANT-03,2026-01,100,EA,261,1,SYN-01,SYN-1018-017,0001
MAT-1018,PLANT-03,2026-02,100,EA,261,1,SYN-01,SYN-1018-018,0001
MAT-1018,PLANT-03,2026-03,100,EA,261,1,SYN-01,SYN-1018-019,0001
MAT-1018,PLANT-03,2026-04,100,EA,261,1,SYN-01,SYN-1018-020,0001
MAT-1018,PLANT-03,2026-05,100,EA,261,1,SYN-01,SYN-1018-021,0001
MAT-1018,PLANT-03,2026-06,100,EA,261,1,SYN-01,SYN-1018-022,0001
MAT-1018,PLANT-03,2026-07,100,EA,261,1,SYN-01,SYN-1018-023,0001
MAT-1018,PLANT-03,2026-08,100,EA,261,1,SYN-01,SYN-1018-024,0001
MAT-1019,PLANT-04,2024-09,100,EA,261,1,SYN-01,SYN-1019-001,0001
MAT-1019,PLANT-04,2024-10,100,EA,261,1,SYN-01,SYN-1019-002,0001
MAT-1019,PLANT-04,2024-11,100,EA,261,1,SYN-01,SYN-1019-003,0001
MAT-1019,PLANT-04,2024-12,100,EA,261,1,SYN-01,SYN-1019-004,0001
MAT-1019,PLANT-04,2025-01,100,EA,261,1,SYN-01,SYN-1019-005,0001
MAT-1019,PLANT-04,2025-02,100,EA,261,1,SYN-01,SYN-1019-006,0001
MAT-1019,PLANT-04,2025-03,100,EA,261,1,SYN-01,SYN-1019-007,0001
MAT-1019,PLANT-04,2025-04,100,EA,261,1,SYN-01,SYN-1019-008,0001
MAT-1019,PLANT-04,2025-05,100,EA,261,1,SYN-01,SYN-1019-009,0001
MAT-1019,PLANT-04,2025-06,100,EA,261,1,SYN-01,SYN-1019-010,0001
MAT-1019,PLANT-04,2025-07,100,EA,261,1,SYN-01,SYN-1019-011,0001
MAT-1019,PLANT-04,2025-08,100,EA,261,1,SYN-01,SYN-1019-012,0001
MAT-1019,PLANT-04,2025-09,100,EA,261,1,SYN-01,SYN-1019-013,0001
MAT-1019,PLANT-04,2025-10,100,EA,261,1,SYN-01,SYN-1019-014,0001
MAT-1019,PLANT-04,2025-11,100,EA,261,1,SYN-01,SYN-1019-015,0001
MAT-1019,PLANT-04,2025-12,100,EA,261,1,SYN-01,SYN-1019-016,0001
MAT-1019,PLANT-04,2026-01,100,EA,261,1,SYN-01,SYN-1019-017,0001
MAT-1019,PLANT-04,2026-02,100,EA,261,1,SYN-01,SYN-1019-018,0001
MAT-1019,PLANT-04,2026-03,100,EA,261,1,SYN-01,SYN-1019-019,0001
MAT-1019,PLANT-04,2026-04,100,EA,261,1,SYN-01,SYN-1019-020,0001
MAT-1019,PLANT-04,2026-05,100,EA,261,1,SYN-01,SYN-1019-021,0001
MAT-1019,PLANT-04,2026-06,100,EA,261,1,SYN-01,SYN-1019-022,0001
MAT-1019,PLANT-04,2026-07,100,EA,261,1,SYN-01,SYN-1019-023,0001
MAT-1019,PLANT-04,2026-08,100,EA,261,1,SYN-01,SYN-1019-024,0001
MAT-1020,PLANT-01,2024-09,100,EA,261,1,SYN-01,SYN-1020-001,0001
MAT-1020,PLANT-01,2024-10,100,EA,261,1,SYN-01,SYN-1020-002,0001
MAT-1020,PLANT-01,2024-11,100,EA,261,1,SYN-01,SYN-1020-003,0001
MAT-1020,PLANT-01,2024-12,100,EA,261,1,SYN-01,SYN-1020-004,0001
MAT-1020,PLANT-01,2025-01,100,EA,261,1,SYN-01,SYN-1020-005,0001
MAT-1020,PLANT-01,2025-02,100,EA,261,1,SYN-01,SYN-1020-006,0001
MAT-1020,PLANT-01,2025-03,100,EA,261,1,SYN-01,SYN-1020-007,0001
MAT-1020,PLANT-01,2025-04,100,EA,261,1,SYN-01,SYN-1020-008,0001
MAT-1020,PLANT-01,2025-05,100,EA,261,1,SYN-01,SYN-1020-009,0001
MAT-1020,PLANT-01,2025-06,100,EA,261,1,SYN-01,SYN-1020-010,0001
MAT-1020,PLANT-01,2025-07,100,EA,261,1,SYN-01,SYN-1020-011,0001
MAT-1020,PLANT-01,2025-08,100,EA,261,1,SYN-01,SYN-1020-012,0001
MAT-1020,PLANT-01,2025-09,100,EA,261,1,SYN-01,SYN-1020-013,0001
MAT-1020,PLANT-01,2025-10,100,EA,261,1,SYN-01,SYN-1020-014,0001
MAT-1020,PLANT-01,2025-11,100,EA,261,1,SYN-01,SYN-1020-015,0001
MAT-1020,PLANT-01,2025-12,100,EA,261,1,SYN-01,SYN-1020-016,0001
MAT-1020,PLANT-01,2026-01,100,EA,261,1,SYN-01,SYN-1020-017,0001
MAT-1020,PLANT-01,2026-02,100,EA,261,1,SYN-01,SYN-1020-018,0001
MAT-1020,PLANT-01,2026-03,100,EA,261,1,SYN-01,SYN-1020-019,0001
MAT-1020,PLANT-01,2026-04,100,EA,261,1,SYN-01,SYN-1020-020,0001
MAT-1020,PLANT-01,2026-05,100,EA,261,1,SYN-01,SYN-1020-021,0001
MAT-1020,PLANT-01,2026-06,100,EA,261,1,SYN-01,SYN-1020-022,0001
MAT-1020,PLANT-01,2026-07,100,EA,261,1,SYN-01,SYN-1020-023,0001
MAT-1020,PLANT-01,2026-08,100,EA,261,1,SYN-01,SYN-1020-024,0001
MAT-1021,PLANT-02,2024-09,100,EA,261,1,SYN-01,SYN-1021-001,0001
MAT-1021,PLANT-02,2024-10,100,EA,261,1,SYN-01,SYN-1021-002,0001
MAT-1021,PLANT-02,2024-11,100,EA,261,1,SYN-01,SYN-1021-003,0001
MAT-1021,PLANT-02,2024-12,100,EA,261,1,SYN-01,SYN-1021-004,0001
MAT-1021,PLANT-02,2025-01,100,EA,261,1,SYN-01,SYN-1021-005,0001
MAT-1021,PLANT-02,2025-02,100,EA,261,1,SYN-01,SYN-1021-006,0001
MAT-1021,PLANT-02,2025-03,100,EA,261,1,SYN-01,SYN-1021-007,0001
MAT-1021,PLANT-02,2025-04,100,EA,261,1,SYN-01,SYN-1021-008,0001
MAT-1021,PLANT-02,2025-05,100,EA,261,1,SYN-01,SYN-1021-009,0001
MAT-1021,PLANT-02,2025-06,100,EA,261,1,SYN-01,SYN-1021-010,0001
MAT-1021,PLANT-02,2025-07,100,EA,261,1,SYN-01,SYN-1021-011,0001
MAT-1021,PLANT-02,2025-08,100,EA,261,1,SYN-01,SYN-1021-012,0001
MAT-1021,PLANT-02,2025-09,100,EA,261,1,SYN-01,SYN-1021-013,0001
MAT-1021,PLANT-02,2025-10,100,EA,261,1,SYN-01,SYN-1021-014,0001
MAT-1021,PLANT-02,2025-11,100,EA,261,1,SYN-01,SYN-1021-015,0001
MAT-1021,PLANT-02,2025-12,100,EA,261,1,SYN-01,SYN-1021-016,0001
MAT-1021,PLANT-02,2026-01,100,EA,261,1,SYN-01,SYN-1021-017,0001
MAT-1021,PLANT-02,2026-02,100,EA,261,1,SYN-01,SYN-1021-018,0001
MAT-1021,PLANT-02,2026-03,100,EA,261,1,SYN-01,SYN-1021-019,0001
MAT-1021,PLANT-02,2026-04,100,EA,261,1,SYN-01,SYN-1021-020,0001
MAT-1021,PLANT-02,2026-05,100,EA,261,1,SYN-01,SYN-1021-021,0001
MAT-1021,PLANT-02,2026-06,100,EA,261,1,SYN-01,SYN-1021-022,0001
MAT-1021,PLANT-02,2026-07,100,EA,261,1,SYN-01,SYN-1021-023,0001
MAT-1021,PLANT-02,2026-08,100,EA,261,1,SYN-01,SYN-1021-024,0001
MAT-1022,PLANT-03,2024-09,200,EA,261,1,SYN-01,SYN-1022-001,0001
MAT-1022,PLANT-03,2024-10,200,EA,261,1,SYN-01,SYN-1022-002,0001
MAT-1022,PLANT-03,2024-11,200,EA,261,1,SYN-01,SYN-1022-003,0001
MAT-1022,PLANT-03,2024-12,200,EA,261,1,SYN-01,SYN-1022-004,0001
MAT-1022,PLANT-03,2025-01,200,EA,261,1,SYN-01,SYN-1022-005,0001
MAT-1022,PLANT-03,2025-02,200,EA,261,1,SYN-01,SYN-1022-006,0001
MAT-1022,PLANT-03,2025-03,200,EA,261,1,SYN-01,SYN-1022-007,0001
MAT-1022,PLANT-03,2025-04,200,EA,261,1,SYN-01,SYN-1022-008,0001
MAT-1022,PLANT-03,2025-05,200,EA,261,1,SYN-01,SYN-1022-009,0001
MAT-1022,PLANT-03,2025-06,200,EA,261,1,SYN-01,SYN-1022-010,0001
MAT-1022,PLANT-03,2025-07,200,EA,261,1,SYN-01,SYN-1022-011,0001
MAT-1022,PLANT-03,2025-08,200,EA,261,1,SYN-01,SYN-1022-012,0001
MAT-1022,PLANT-03,2025-09,200,EA,261,1,SYN-01,SYN-1022-013,0001
MAT-1022,PLANT-03,2025-10,200,EA,261,1,SYN-01,SYN-1022-014,0001
MAT-1022,PLANT-03,2025-11,200,EA,261,1,SYN-01,SYN-1022-015,0001
MAT-1022,PLANT-03,2025-12,200,EA,261,1,SYN-01,SYN-1022-016,0001
MAT-1022,PLANT-03,2026-01,200,EA,261,1,SYN-01,SYN-1022-017,0001
MAT-1022,PLANT-03,2026-02,200,EA,261,1,SYN-01,SYN-1022-018,0001
MAT-1022,PLANT-03,2026-03,160,EA,261,1,SYN-01,SYN-1022-019,0001
MAT-1022,PLANT-03,2026-04,160,EA,261,1,SYN-01,SYN-1022-020,0001
MAT-1022,PLANT-03,2026-05,160,EA,261,1,SYN-01,SYN-1022-021,0001
MAT-1022,PLANT-03,2026-06,80,EA,261,1,SYN-01,SYN-1022-022,0001
MAT-1022,PLANT-03,2026-07,80,EA,261,1,SYN-01,SYN-1022-023,0001
MAT-1022,PLANT-03,2026-08,80,EA,261,1,SYN-01,SYN-1022-024,0001
MAT-1023,PLANT-04,2024-09,200,EA,261,1,SYN-01,SYN-1023-001,0001
MAT-1023,PLANT-04,2024-10,200,EA,261,1,SYN-01,SYN-1023-002,0001
MAT-1023,PLANT-04,2024-11,200,EA,261,1,SYN-01,SYN-1023-003,0001
MAT-1023,PLANT-04,2024-12,200,EA,261,1,SYN-01,SYN-1023-004,0001
MAT-1023,PLANT-04,2025-01,200,EA,261,1,SYN-01,SYN-1023-005,0001
MAT-1023,PLANT-04,2025-02,200,EA,261,1,SYN-01,SYN-1023-006,0001
MAT-1023,PLANT-04,2025-03,200,EA,261,1,SYN-01,SYN-1023-007,0001
MAT-1023,PLANT-04,2025-04,200,EA,261,1,SYN-01,SYN-1023-008,0001
MAT-1023,PLANT-04,2025-05,200,EA,261,1,SYN-01,SYN-1023-009,0001
MAT-1023,PLANT-04,2025-06,200,EA,261,1,SYN-01,SYN-1023-010,0001
MAT-1023,PLANT-04,2025-07,200,EA,261,1,SYN-01,SYN-1023-011,0001
MAT-1023,PLANT-04,2025-08,200,EA,261,1,SYN-01,SYN-1023-012,0001
MAT-1023,PLANT-04,2025-09,200,EA,261,1,SYN-01,SYN-1023-013,0001
MAT-1023,PLANT-04,2025-10,200,EA,261,1,SYN-01,SYN-1023-014,0001
MAT-1023,PLANT-04,2025-11,200,EA,261,1,SYN-01,SYN-1023-015,0001
MAT-1023,PLANT-04,2025-12,200,EA,261,1,SYN-01,SYN-1023-016,0001
MAT-1023,PLANT-04,2026-01,200,EA,261,1,SYN-01,SYN-1023-017,0001
MAT-1023,PLANT-04,2026-02,200,EA,261,1,SYN-01,SYN-1023-018,0001
MAT-1023,PLANT-04,2026-03,160,EA,261,1,SYN-01,SYN-1023-019,0001
MAT-1023,PLANT-04,2026-04,160,EA,261,1,SYN-01,SYN-1023-020,0001
MAT-1023,PLANT-04,2026-05,160,EA,261,1,SYN-01,SYN-1023-021,0001
MAT-1023,PLANT-04,2026-06,80,EA,261,1,SYN-01,SYN-1023-022,0001
MAT-1023,PLANT-04,2026-07,80,EA,261,1,SYN-01,SYN-1023-023,0001
MAT-1023,PLANT-04,2026-08,80,EA,261,1,SYN-01,SYN-1023-024,0001
MAT-1024,PLANT-01,2024-09,200,EA,261,1,SYN-01,SYN-1024-001,0001
MAT-1024,PLANT-01,2024-10,200,EA,261,1,SYN-01,SYN-1024-002,0001
MAT-1024,PLANT-01,2024-11,200,EA,261,1,SYN-01,SYN-1024-003,0001
MAT-1024,PLANT-01,2024-12,200,EA,261,1,SYN-01,SYN-1024-004,0001
MAT-1024,PLANT-01,2025-01,200,EA,261,1,SYN-01,SYN-1024-005,0001
MAT-1024,PLANT-01,2025-02,200,EA,261,1,SYN-01,SYN-1024-006,0001
MAT-1024,PLANT-01,2025-03,200,EA,261,1,SYN-01,SYN-1024-007,0001
MAT-1024,PLANT-01,2025-04,200,EA,261,1,SYN-01,SYN-1024-008,0001
MAT-1024,PLANT-01,2025-05,200,EA,261,1,SYN-01,SYN-1024-009,0001
MAT-1024,PLANT-01,2025-06,200,EA,261,1,SYN-01,SYN-1024-010,0001
MAT-1024,PLANT-01,2025-07,200,EA,261,1,SYN-01,SYN-1024-011,0001
MAT-1024,PLANT-01,2025-08,200,EA,261,1,SYN-01,SYN-1024-012,0001
MAT-1024,PLANT-01,2025-09,200,EA,261,1,SYN-01,SYN-1024-013,0001
MAT-1024,PLANT-01,2025-10,200,EA,261,1,SYN-01,SYN-1024-014,0001
MAT-1024,PLANT-01,2025-11,200,EA,261,1,SYN-01,SYN-1024-015,0001
MAT-1024,PLANT-01,2025-12,200,EA,261,1,SYN-01,SYN-1024-016,0001
MAT-1024,PLANT-01,2026-01,200,EA,261,1,SYN-01,SYN-1024-017,0001
MAT-1024,PLANT-01,2026-02,200,EA,261,1,SYN-01,SYN-1024-018,0001
MAT-1024,PLANT-01,2026-03,160,EA,261,1,SYN-01,SYN-1024-019,0001
MAT-1024,PLANT-01,2026-04,160,EA,261,1,SYN-01,SYN-1024-020,0001
MAT-1024,PLANT-01,2026-05,160,EA,261,1,SYN-01,SYN-1024-021,0001
MAT-1024,PLANT-01,2026-06,80,EA,261,1,SYN-01,SYN-1024-022,0001
MAT-1024,PLANT-01,2026-07,80,EA,261,1,SYN-01,SYN-1024-023,0001
MAT-1024,PLANT-01,2026-08,80,EA,261,1,SYN-01,SYN-1024-024,0001
MAT-1025,PLANT-02,2024-09,200,EA,261,1,SYN-01,SYN-1025-001,0001
MAT-1025,PLANT-02,2024-10,200,EA,261,1,SYN-01,SYN-1025-002,0001
MAT-1025,PLANT-02,2024-11,200,EA,261,1,SYN-01,SYN-1025-003,0001
MAT-1025,PLANT-02,2024-12,200,EA,261,1,SYN-01,SYN-1025-004,0001
MAT-1025,PLANT-02,2025-01,200,EA,261,1,SYN-01,SYN-1025-005,0001
MAT-1025,PLANT-02,2025-02,200,EA,261,1,SYN-01,SYN-1025-006,0001
MAT-1025,PLANT-02,2025-03,200,EA,261,1,SYN-01,SYN-1025-007,0001
MAT-1025,PLANT-02,2025-04,200,EA,261,1,SYN-01,SYN-1025-008,0001
MAT-1025,PLANT-02,2025-05,200,EA,261,1,SYN-01,SYN-1025-009,0001
MAT-1025,PLANT-02,2025-06,200,EA,261,1,SYN-01,SYN-1025-010,0001
MAT-1025,PLANT-02,2025-07,200,EA,261,1,SYN-01,SYN-1025-011,0001
MAT-1025,PLANT-02,2025-08,200,EA,261,1,SYN-01,SYN-1025-012,0001
MAT-1025,PLANT-02,2025-09,200,EA,261,1,SYN-01,SYN-1025-013,0001
MAT-1025,PLANT-02,2025-10,200,EA,261,1,SYN-01,SYN-1025-014,0001
MAT-1025,PLANT-02,2025-11,200,EA,261,1,SYN-01,SYN-1025-015,0001
MAT-1025,PLANT-02,2025-12,200,EA,261,1,SYN-01,SYN-1025-016,0001
MAT-1025,PLANT-02,2026-01,200,EA,261,1,SYN-01,SYN-1025-017,0001
MAT-1025,PLANT-02,2026-02,200,EA,261,1,SYN-01,SYN-1025-018,0001
MAT-1025,PLANT-02,2026-03,160,EA,261,1,SYN-01,SYN-1025-019,0001
MAT-1025,PLANT-02,2026-04,160,EA,261,1,SYN-01,SYN-1025-020,0001
MAT-1025,PLANT-02,2026-05,160,EA,261,1,SYN-01,SYN-1025-021,0001
MAT-1025,PLANT-02,2026-06,80,EA,261,1,SYN-01,SYN-1025-022,0001
MAT-1025,PLANT-02,2026-07,80,EA,261,1,SYN-01,SYN-1025-023,0001
MAT-1025,PLANT-02,2026-08,80,EA,261,1,SYN-01,SYN-1025-024,0001
MAT-1026,PLANT-03,2024-09,200,EA,261,1,SYN-01,SYN-1026-001,0001
MAT-1026,PLANT-03,2024-10,200,EA,261,1,SYN-01,SYN-1026-002,0001
MAT-1026,PLANT-03,2024-11,200,EA,261,1,SYN-01,SYN-1026-003,0001
MAT-1026,PLANT-03,2024-12,200,EA,261,1,SYN-01,SYN-1026-004,0001
MAT-1026,PLANT-03,2025-01,200,EA,261,1,SYN-01,SYN-1026-005,0001
MAT-1026,PLANT-03,2025-02,200,EA,261,1,SYN-01,SYN-1026-006,0001
MAT-1026,PLANT-03,2025-03,200,EA,261,1,SYN-01,SYN-1026-007,0001
MAT-1026,PLANT-03,2025-04,200,EA,261,1,SYN-01,SYN-1026-008,0001
MAT-1026,PLANT-03,2025-05,200,EA,261,1,SYN-01,SYN-1026-009,0001
MAT-1026,PLANT-03,2025-06,200,EA,261,1,SYN-01,SYN-1026-010,0001
MAT-1026,PLANT-03,2025-07,200,EA,261,1,SYN-01,SYN-1026-011,0001
MAT-1026,PLANT-03,2025-08,200,EA,261,1,SYN-01,SYN-1026-012,0001
MAT-1026,PLANT-03,2025-09,200,EA,261,1,SYN-01,SYN-1026-013,0001
MAT-1026,PLANT-03,2025-10,200,EA,261,1,SYN-01,SYN-1026-014,0001
MAT-1026,PLANT-03,2025-11,200,EA,261,1,SYN-01,SYN-1026-015,0001
MAT-1026,PLANT-03,2025-12,200,EA,261,1,SYN-01,SYN-1026-016,0001
MAT-1026,PLANT-03,2026-01,200,EA,261,1,SYN-01,SYN-1026-017,0001
MAT-1026,PLANT-03,2026-02,200,EA,261,1,SYN-01,SYN-1026-018,0001
MAT-1026,PLANT-03,2026-03,160,EA,261,1,SYN-01,SYN-1026-019,0001
MAT-1026,PLANT-03,2026-04,160,EA,261,1,SYN-01,SYN-1026-020,0001
MAT-1026,PLANT-03,2026-05,160,EA,261,1,SYN-01,SYN-1026-021,0001
MAT-1026,PLANT-03,2026-06,80,EA,261,1,SYN-01,SYN-1026-022,0001
MAT-1026,PLANT-03,2026-07,80,EA,261,1,SYN-01,SYN-1026-023,0001
MAT-1026,PLANT-03,2026-08,80,EA,261,1,SYN-01,SYN-1026-024,0001
MAT-1027,PLANT-04,2024-09,100,EA,261,1,SYN-01,SYN-1027-001,0001
MAT-1027,PLANT-04,2024-10,100,EA,261,1,SYN-01,SYN-1027-002,0001
MAT-1027,PLANT-04,2024-11,100,EA,261,1,SYN-01,SYN-1027-003,0001
MAT-1027,PLANT-04,2024-12,100,EA,261,1,SYN-01,SYN-1027-004,0001
MAT-1027,PLANT-04,2025-01,100,EA,261,1,SYN-01,SYN-1027-005,0001
